3891,4303
127,334,1
127,359,1
127,376,3
127,591,2
127,748,1
127,866,1
127,1067,1
127,1187,1
127,1279,2
127,1296,1
127,1297,3
127,1379,1
127,1477,1
127,1481,1
127,1590,1
127,1650,1
127,1859,1
127,1908,1
127,1970,1
127,2109,1
127,2798,3
127,2939,1
127,3103,1
127,3187,1
127,3606,1
127,3710,1
127,4080,1
128,376,2
128,812,1
128,1065,2
128,1076,1
128,1590,1
128,1923,3
128,1972,1
128,2124,1
128,2324,1
128,2694,1
128,2798,2
128,2802,1
128,2959,1
128,3553,1
128,3778,2
128,3955,1
128,4174,1
128,4218,1
129,54,1
129,208,2
129,241,1
129,257,1
129,361,1
129,376,2
129,495,1
129,551,1
129,619,1
129,1162,1
129,1617,1
129,1634,1
129,1711,1
129,1798,3
129,1908,1
129,2398,1
129,2420,1
129,2518,1
129,2644,2
129,2794,1
129,2859,1
129,2970,1
129,3726,1
129,3950,1
129,4104,1
129,4302,1
130,35,4
130,138,1
130,155,3
130,272,2
130,281,3
130,326,3
130,353,1
130,355,1
130,466,6
130,471,1
130,596,1
130,613,2
130,631,1
130,1054,1
130,1085,1
130,1233,8
130,1375,1
130,1401,1
130,1466,2
130,1654,3
130,1663,1
130,1809,1
130,2013,1
130,2061,1
130,2144,1
130,2204,1
130,2347,1
130,2622,6
130,2633,1
130,2649,2
130,3072,1
130,3252,1
130,3446,1
130,3494,3
130,3531,1
130,3616,1
130,4141,3
131,7,2
131,20,1
131,42,1
131,93,1
131,99,6
131,105,1
131,109,1
131,244,1
131,257,2
131,326,1
131,355,1
131,488,3
131,565,2
131,607,1
131,613,3
131,679,1
131,746,2
131,806,2
131,852,1
131,1023,1
131,1089,1
131,1147,6
131,1187,1
131,1309,2
131,1337,1
131,1415,1
131,1447,2
131,1513,1
131,1525,1
131,1691,1
131,1710,1
131,1723,1
131,1725,1
131,1792,1
131,1824,1
131,1835,3
131,1880,1
131,1946,1
131,2117,2
131,2120,1
131,2358,1
131,2516,1
131,2649,1
131,2829,1
131,2971,1
131,3198,1
131,3587,1
131,3959,1
132,354,3
132,399,1
132,488,1
132,542,3
132,551,1
132,578,1
132,679,1
132,868,2
132,967,1
132,969,1
132,1138,1
132,1155,1
132,1198,1
132,1576,3
132,1824,1
132,2350,1
132,2418,3
132,2501,1
132,2558,1
132,2628,1
132,2829,1
132,2998,1
132,3075,1
132,3240,2
132,3257,1
132,3555,1
132,3612,1
132,3786,1
133,5,1
133,52,1
133,74,1
133,102,1
133,128,1
133,130,1
133,225,1
133,253,3
133,281,1
133,361,2
133,458,1
133,472,1
133,495,1
133,812,5
133,912,1
133,1089,2
133,1154,2
133,1342,1
133,1372,2
133,1410,2
133,1415,1
133,1598,1
133,1702,1
133,1717,1
133,1725,1
133,1815,4
133,1900,1
133,2069,1
133,2145,1
133,2188,1
133,2205,1
133,2570,1
133,2644,1
133,2700,1
133,2776,1
133,3123,1
133,3290,2
133,3363,1
133,3402,1
133,3731,1
133,3925,1
133,3966,1
133,4064,1
133,4075,1
133,4104,4
133,4133,1
133,4157,1
134,230,2
134,954,1
134,1585,1
134,2010,1
134,2414,1
134,2540,2
134,2596,1
134,3074,1
134,3338,1
134,3712,1
134,3796,2
134,3833,1
135,429,2
135,542,2
135,970,1
135,1802,1
135,2531,1
135,3048,1
135,3183,2
135,3290,1
135,3328,1
136,71,1
136,253,1
136,272,1
136,334,1
136,416,5
136,533,3
136,542,1
136,624,1
136,926,1
136,1040,1
136,1055,3
136,1092,2
136,1202,1
136,1207,1
136,1233,7
136,1362,1
136,1372,1
136,1421,2
136,1453,3
136,1530,1
136,1576,2
136,1635,1
136,1683,1
136,1711,1
136,1718,1
136,1797,1
136,1972,1
136,2110,1
136,2350,1
136,2495,1
136,2665,1
136,2712,1
136,2720,1
136,2722,1
136,2725,1
136,2778,2
136,2925,1
136,3074,2
136,3337,1
136,3402,1
136,3441,1
136,3523,2
136,3531,1
136,3574,1
136,3584,1
136,3612,1
136,3653,1
136,3711,1
136,3718,1
136,3785,1
136,3834,1
136,4070,2
136,4281,1
137,57,1
137,198,1
137,200,1
137,226,1
137,372,1
137,402,1
137,542,1
137,661,4
137,752,1
137,757,1
137,766,1
137,848,1
137,882,1
137,948,1
137,954,3
137,1037,1
137,1054,1
137,1180,1
137,1264,1
137,1543,1
137,1720,1
137,1823,1
137,1908,1
137,2010,1
137,2203,1
137,2344,2
137,2369,1
137,2468,1
137,2474,1
137,2636,1
137,2659,1
137,2739,1
137,3049,2
137,3058,1
137,3128,1
137,3238,1
137,3530,1
137,3614,1
137,3642,1
137,3674,1
137,3734,1
137,4042,3
137,4292,1
138,111,7
138,208,1
138,257,3
138,281,2
138,361,1
138,447,7
138,472,1
138,555,7
138,728,1
138,766,1
138,1153,1
138,1342,1
138,1372,1
138,1385,2
138,1541,2
138,2046,3
138,2108,1
138,2139,1
138,2186,1
138,2239,1
138,2420,1
138,2516,2
138,2655,2
138,2914,1
138,2951,6
138,2995,1
138,3075,2
138,3103,1
138,3105,2
138,3126,5
138,3313,1
138,3446,1
138,3531,1
138,3566,1
138,3974,1
138,4112,6
138,4199,1
139,170,4
139,241,1
139,277,1
139,343,1
139,352,4
139,361,1
139,447,1
139,495,1
139,504,1
139,555,2
139,676,1
139,948,1
139,1089,1
139,1095,1
139,1818,1
139,2009,2
139,2302,1
139,2386,1
139,2420,1
139,2446,2
139,2534,1
139,2576,1
139,2589,1
139,2992,1
139,3105,4
139,3124,1
139,3140,1
139,3487,1
139,3654,1
139,3778,1
139,3925,1
139,3966,1
139,3972,1
139,4085,1
140,14,14
140,382,1
140,447,5
140,488,1
140,538,1
140,576,2
140,915,4
140,1114,2
140,1153,1
140,1541,2
140,1617,1
140,1732,1
140,1849,1
140,1972,1
140,2283,1
140,2420,2
140,2518,1
140,2534,1
140,2732,1
140,2865,1
140,2887,1
140,2951,7
140,3105,3
140,3260,1
140,3264,1
140,3290,1
140,3403,1
140,3568,1
140,3647,1
140,3700,1
140,3933,1
140,3972,1
140,3984,1
141,5,1
141,14,1
141,45,1
141,47,1
141,80,1
141,122,1
141,343,1
141,447,2
141,517,1
141,551,1
141,555,4
141,576,1
141,747,2
141,748,1
141,812,1
141,1153,3
141,1180,1
141,1254,1
141,1446,2
141,1469,1
141,1513,2
141,1617,1
141,1652,1
141,1725,1
141,1751,1
141,1753,2
141,2065,2
141,2202,1
141,2235,1
141,2302,2
141,2350,1
141,2371,1
141,2391,1
141,2392,1
141,2420,1
141,2430,1
141,2518,3
141,2531,1
141,2649,1
141,2680,1
141,2704,1
141,2764,1
141,2889,1
141,2951,6
141,2995,1
141,3032,1
141,3105,1
141,3128,1
141,3169,1
141,3248,1
141,3403,1
141,3405,1
141,3543,1
141,3607,1
141,3649,1
141,3833,1
141,3834,1
141,3851,1
141,3876,1
141,3906,1
141,3925,1
141,3930,1
141,3931,1
141,3952,1
141,4089,1
141,4124,1
141,4126,1
141,4214,1
141,4220,1
142,14,4
142,95,1
142,111,9
142,185,2
142,272,1
142,276,1
142,363,1
142,447,1
142,458,2
142,472,1
142,501,1
142,512,1
142,555,9
142,623,2
142,697,2
142,784,1
142,940,1
142,966,2
142,1033,1
142,1089,1
142,1162,1
142,1344,1
142,1545,1
142,1558,1
142,1606,2
142,1680,1
142,1702,1
142,1776,1
142,1815,1
142,1926,1
142,1998,1
142,2108,1
142,2135,1
142,2302,3
142,2430,1
142,2444,1
142,2446,1
142,2484,7
142,2855,1
142,2939,1
142,2951,3
142,2995,1
142,3029,1
142,3063,1
142,3105,2
142,3198,1
142,3263,1
142,3311,1
142,3351,1
142,3376,1
142,3503,1
142,3538,2
142,3805,1
142,3873,5
142,3995,2
142,4055,1
142,4198,1
143,14,5
143,111,16
143,142,1
143,225,1
143,253,1
143,343,1
143,533,1
143,555,7
143,779,1
143,780,1
143,812,2
143,857,1
143,901,1
143,1033,2
143,1153,1
143,1162,1
143,1182,1
143,1279,2
143,1367,1
143,1394,1
143,1530,2
143,1545,1
143,1614,1
143,1630,1
143,1654,1
143,1673,1
143,1747,1
143,1776,1
143,1846,1
143,1926,1
143,1972,1
143,1998,1
143,2032,1
143,2049,1
143,2108,3
143,2120,2
143,2123,1
143,2128,1
143,2152,1
143,2171,1
143,2186,2
143,2347,1
143,2385,1
143,2394,1
143,2420,3
143,2444,1
143,2484,1
143,2574,1
143,2576,1
143,2776,1
143,2925,1
143,2951,4
143,2994,1
143,3086,1
143,3098,1
143,3105,2
143,3125,1
143,3261,1
143,3262,1
143,3325,1
143,3446,1
143,3566,1
143,3595,1
143,3638,1
143,3683,1
143,3707,1
143,3796,1
143,3805,2
143,3811,1
143,3914,1
143,3925,2
143,3926,1
143,3966,1
143,3974,1
143,3979,2
143,4000,1
143,4023,1
143,4080,2
144,60,2
144,74,1
144,174,1
144,218,1
144,226,2
144,232,1
144,251,1
144,325,1
144,382,2
144,446,1
144,473,1
144,482,1
144,502,1
144,506,1
144,532,8
144,541,1
144,667,1
144,697,1
144,732,1
144,882,1
144,891,1
144,1051,1
144,1054,1
144,1095,1
144,1141,1
144,1188,1
144,1264,1
144,1450,1
144,1468,1
144,1502,1
144,1513,1
144,1565,1
144,1697,1
144,1793,1
144,1795,1
144,1797,1
144,1888,1
144,1930,2
144,1932,1
144,1962,1
144,2037,1
144,2041,1
144,2069,1
144,2070,1
144,2216,1
144,2292,1
144,2313,1
144,2332,1
144,2394,1
144,2397,1
144,2480,1
144,2552,1
144,2612,5
144,2659,1
144,2764,1
144,2776,1
144,2820,1
144,2881,1
144,2945,1
144,2971,1
144,3002,2
144,3058,1
144,3074,1
144,3120,1
144,3137,1
144,3165,1
144,3405,1
144,3423,1
144,3427,1
144,3534,1
144,3539,1
144,3550,1
144,3636,1
144,3712,2
144,3808,2
144,3811,2
144,3901,1
144,3927,2
144,3988,2
144,4055,9
144,4099,4
144,4166,1
144,4172,3
144,4300,1
145,20,1
145,42,1
145,200,1
145,326,1
145,416,2
145,446,1
145,464,1
145,578,5
145,592,1
145,638,4
145,664,1
145,785,1
145,846,1
145,853,1
145,938,1
145,1233,1
145,1254,1
145,1404,1
145,1718,2
145,1795,1
145,1858,1
145,2030,1
145,2144,1
145,2273,1
145,2345,1
145,2531,2
145,2694,1
145,2734,1
145,2820,1
145,2906,1
145,2939,2
145,3001,1
145,3277,1
145,3403,1
145,3589,3
145,3597,2
145,3638,1
145,3747,1
145,3863,1
145,4105,1
145,4203,1
146,14,2
146,210,1
146,555,2
146,774,1
146,2054,1
146,2951,2
146,3286,1
146,3851,1
147,52,1
147,70,1
147,109,1
147,253,2
147,432,2
147,472,2
147,479,2
147,565,2
147,637,1
147,701,1
147,733,1
147,882,1
147,896,2
147,915,3
147,970,1
147,1076,1
147,1198,2
147,1279,1
147,1347,2
147,1443,1
147,1513,2
147,1673,1
147,1932,1
147,1962,5
147,1986,1
147,2046,2
147,2064,1
147,2074,1
147,2133,1
147,2144,1
147,2188,1
147,2350,1
147,2371,4
147,2424,1
147,2429,2
147,2517,5
147,2538,1
147,2633,1
147,2649,1
147,2727,4
147,2739,2
147,2763,1
147,2839,1
147,2906,3
147,3074,1
147,3120,4
147,3127,1
147,3199,1
147,3239,1
147,3258,1
147,3290,1
147,3312,1
147,3315,2
147,3402,1
147,3485,1
147,3563,1
147,3833,1
147,3856,1
147,3927,3
147,3984,1
147,4045,1
147,4089,1
147,4099,1
147,4253,4
147,4277,2
147,4296,1
148,126,1
148,397,1
148,472,1
148,752,1
148,957,1
148,1037,1
148,1291,2
148,1309,1
148,1381,1
148,1409,1
148,1725,1
148,1962,3
148,2117,1
148,2134,1
148,2163,1
148,2258,1
148,2371,2
148,2836,1
148,2881,1
148,3257,2
148,3372,1
148,3378,1
148,3485,1
148,3559,1
148,3859,1
148,4043,1
148,4075,1
148,4097,2
148,4116,1
149,343,1
149,372,1
149,401,3
149,556,1
149,774,1
149,842,2
149,914,1
149,967,1
149,1168,2
149,1189,1
149,1461,1
149,1673,1
149,1713,1
149,1739,1
149,1776,1
149,1858,1
149,1926,1
149,1962,1
149,2134,1
149,2144,1
149,2350,1
149,2397,1
149,2424,1
149,2528,1
149,2612,3
149,2828,1
149,3058,1
149,3174,1
149,3311,1
149,3502,1
149,3559,1
149,3699,1
149,3780,1
149,3840,1
149,4144,1
150,70,3
150,142,1
150,151,1
150,439,1
150,463,1
150,532,3
150,595,1
150,607,1
150,613,1
150,637,1
150,747,1
150,808,1
150,853,1
150,957,1
150,970,2
150,1032,2
150,1054,1
150,1076,1
150,1193,1
150,1217,1
150,1322,1
150,1711,1
150,1814,1
150,1859,1
150,1913,1
150,2110,3
150,2413,1
150,2547,1
150,2549,1
150,2612,1
150,2726,1
150,2734,2
150,2941,1
150,3175,1
150,3192,1
150,3201,1
150,3233,1
150,3295,1
150,3432,1
150,3446,1
150,3457,1
150,3465,1
150,3718,1
150,3826,2
150,3869,1
150,3900,1
150,3909,1
150,4064,1
150,4099,2
150,4127,1
150,4160,1
151,5,1
151,47,1
151,80,1
151,109,1
151,126,1
151,226,2
151,304,1
151,325,1
151,343,1
151,348,1
151,476,1
151,565,1
151,637,2
151,662,1
151,747,1
151,839,3
151,849,1
151,853,1
151,882,1
151,1051,1
151,1092,1
151,1132,1
151,1296,2
151,1371,2
151,1415,1
151,1460,1
151,1482,1
151,1673,1
151,1780,2
151,1962,5
151,2116,2
151,2140,1
151,2144,1
151,2255,1
151,2459,1
151,2531,1
151,2612,4
151,2654,1
151,2776,2
151,2820,1
151,2954,2
151,3001,2
151,3142,1
151,3175,1
151,3192,1
151,3257,2
151,3313,1
151,3368,1
151,3441,1
151,3531,3
151,3533,1
151,3568,1
151,3760,1
151,3947,1
151,3992,1
151,4062,1
151,4103,2
151,4116,3
151,4296,1
151,4301,1
152,2,1
152,76,2
152,200,1
152,241,1
152,304,1
152,326,1
152,458,1
152,488,1
152,531,1
152,551,1
152,637,1
152,638,2
152,647,2
152,679,3
152,730,6
152,812,2
152,852,1
152,868,1
152,884,1
152,921,1
152,967,1
152,970,1
152,1022,1
152,1073,1
152,1138,1
152,1147,4
152,1173,1
152,1264,1
152,1297,2
152,1355,1
152,1384,1
152,1501,1
152,1697,1
152,1720,4
152,1784,1
152,1815,4
152,1858,1
152,1972,2
152,2009,3
152,2061,2
152,2120,1
152,2184,3
152,2194,1
152,2202,1
152,2249,2
152,2330,1
152,2350,3
152,2371,1
152,2397,1
152,2468,1
152,2516,1
152,2531,1
152,2576,1
152,2602,1
152,2721,1
152,2744,1
152,2939,4
152,2971,3
152,3029,1
152,3240,1
152,3311,1
152,3324,1
152,3397,3
152,3446,1
152,3487,1
152,3523,1
152,3531,2
152,3553,1
152,3587,2
152,3627,1
152,3700,1
152,3715,1
152,3800,1
152,3867,1
152,3917,1
152,3966,1
152,3997,1
152,4041,1
152,4097,1
152,4151,1
152,4255,1
153,148,1
153,169,2
153,235,3
153,275,2
153,327,1
153,361,6
153,401,2
153,412,1
153,416,1
153,501,1
153,576,1
153,595,1
153,679,1
153,812,6
153,933,1
153,985,1
153,1147,1
153,1242,1
153,1256,1
153,1270,3
153,1359,1
153,1365,1
153,1513,1
153,1614,1
153,1650,1
153,1815,1
153,2339,1
153,2350,1
153,2417,1
153,2669,1
153,2680,1
153,2742,1
153,2747,1
153,2770,1
153,2881,1
153,2889,1
153,2922,1
153,2953,1
153,3371,1
153,3572,1
153,3657,1
153,3700,2
153,4085,1
153,4185,1
153,4243,1
153,4264,1
154,52,1
154,95,1
154,105,1
154,111,2
154,142,1
154,169,4
154,253,1
154,286,1
154,326,1
154,361,2
154,402,1
154,416,8
154,447,1
154,533,1
154,547,1
154,554,1
154,588,1
154,594,1
154,661,2
154,785,1
154,839,2
154,852,2
154,874,1
154,882,1
154,886,1
154,915,1
154,965,1
154,966,1
154,970,1
154,985,2
154,1076,2
154,1089,1
154,1112,1
154,1114,1
154,1147,1
154,1173,1
154,1256,1
154,1264,1
154,1270,1
154,1276,1
154,1304,1
154,1309,1
154,1337,2
154,1384,1
154,1409,1
154,1428,7
154,1438,2
154,1635,3
154,1673,1
154,1751,1
154,1815,1
154,1858,1
154,1870,1
154,1908,1
154,1936,1
154,1963,2
154,2024,2
154,2036,3
154,2046,1
154,2129,1
154,2144,1
154,2167,1
154,2258,1
154,2354,1
154,2432,3
154,2439,1
154,2456,1
154,2469,1
154,2503,2
154,2534,1
154,2561,1
154,2763,1
154,2764,1
154,2776,1
154,2913,1
154,2939,1
154,2953,1
154,2967,1
154,2971,1
154,3239,1
154,3248,1
154,3401,1
154,3457,1
154,3531,1
154,3561,1
154,3578,1
154,3625,1
154,3657,1
154,3666,1
154,3696,1
154,3733,1
154,3734,1
154,3774,1
154,3781,1
154,3794,1
154,3803,1
154,3845,1
154,3887,1
154,3951,1
154,3975,1
154,4053,1
154,4056,1
155,169,2
155,201,1
155,247,1
155,253,1
155,472,1
155,491,1
155,501,1
155,637,1
155,678,1
155,679,3
155,696,1
155,789,2
155,809,1
155,812,1
155,874,1
155,921,1
155,1147,5
155,1180,1
155,1198,2
155,1270,2
155,1569,1
155,1650,3
155,1680,3
155,1725,1
155,1815,1
155,1886,1
155,1908,1
155,1926,1
155,1936,1
155,2025,1
155,2054,1
155,2074,2
155,2123,1
155,2265,1
155,2324,1
155,2345,1
155,2350,2
155,2371,1
155,2445,4
155,2474,1
155,2516,1
155,2656,1
155,2881,2
155,2930,1
155,2995,2
155,3048,1
155,3140,1
155,3149,1
155,3154,1
155,3161,1
155,3235,2
155,3286,1
155,3391,5
155,3443,1
155,3528,1
155,3796,1
155,3823,1
155,4064,1
155,4185,1
155,4218,1
156,169,1
156,241,1
156,281,1
156,326,1
156,361,1
156,495,1
156,623,1
156,637,1
156,761,3
156,811,2
156,812,3
156,868,1
156,869,1
156,966,2
156,1114,1
156,1189,1
156,1654,2
156,1725,1
156,1936,1
156,1972,1
156,2077,2
156,2194,1
156,2330,1
156,2516,1
156,2558,1
156,2596,1
156,2967,3
156,2995,1
156,3531,1
156,3558,1
156,3886,2
156,3980,1
156,4085,2
156,4143,1
156,4145,1
156,4157,1
156,4200,1
157,95,1
157,382,1
157,689,1
157,1090,1
157,1501,1
157,1630,2
157,1680,1
157,2302,1
157,2350,1
157,2435,1
157,2683,1
157,2720,1
157,2939,1
157,2951,1
157,2996,1
157,3105,1
157,3222,1
157,3612,1
157,3700,1
157,3715,1
157,3733,1
157,3858,1
157,3972,1
157,4064,1
158,53,2
158,128,1
158,213,1
158,376,2
158,856,1
158,1065,1
158,1077,1
158,1147,1
158,1180,3
158,1438,2
158,1739,1
158,2061,1
158,2260,1
158,2273,2
158,2379,1
158,2439,1
158,2931,1
158,3240,1
158,3446,1
158,3649,4
158,3724,1
158,3831,1
158,3841,1
158,4105,2
158,4166,1
159,53,2
159,187,1
159,241,1
159,244,2
159,375,1
159,376,8
159,391,7
159,408,1
159,445,1
159,447,1
159,455,1
159,495,3
159,556,1
159,804,1
159,836,2
159,882,3
159,919,1
159,932,1
159,951,1
159,965,2
159,1017,1
159,1023,1
159,1076,1
159,1079,1
159,1180,1
159,1198,2
159,1296,1
159,1309,1
159,1379,1
159,1394,1
159,1404,2
159,1513,1
159,1533,4
159,1561,1
159,1599,1
159,1643,1
159,1646,1
159,1671,1
159,1754,1
159,1852,1
159,1859,1
159,1908,1
159,1969,1
159,2138,5
159,2379,1
159,2456,1
159,2546,1
159,2558,1
159,2589,1
159,2603,1
159,2853,2
159,2869,1
159,2925,2
159,2979,1
159,3051,1
159,3252,1
159,3704,1
159,3794,1
159,3826,1
159,3858,3
159,3942,1
159,3955,1
159,4158,1
159,4172,1
159,4223,1
160,53,1
160,82,1
160,185,1
160,236,1
160,361,2
160,376,1
160,391,1
160,433,5
160,455,1
160,519,1
160,547,1
160,566,1
160,606,1
160,697,1
160,812,3
160,886,1
160,926,2
160,1311,2
160,1927,3
160,2061,1
160,2111,1
160,2123,1
160,2160,1
160,2518,1
160,2603,1
160,2716,1
160,3095,1
160,3200,1
160,3638,1
160,4185,1
160,4272,1
161,74,1
161,164,1
161,343,1
161,361,3
161,372,1
161,380,1
161,525,1
161,531,2
161,631,1
161,701,1
161,748,1
161,820,1
161,893,1
161,894,1
161,1004,1
161,1140,1
161,1229,1
161,1237,1
161,1308,1
161,1321,1
161,1393,1
161,1596,1
161,1665,1
161,1796,1
161,1858,2
161,1930,1
161,1972,1
161,1986,1
161,2093,1
161,2151,1
161,2203,4
161,2315,1
161,2397,1
161,2424,1
161,2474,1
161,2622,1
161,2694,1
161,2717,1
161,2727,2
161,2739,1
161,2854,1
161,2866,1
161,2881,2
161,2913,2
161,2952,5
161,2971,1
161,2974,2
161,3044,1
161,3049,2
161,3074,4
161,3125,1
161,3139,1
161,3174,1
161,3317,1
161,3485,1
161,3572,1
161,3574,1
161,3805,1
161,3873,1
161,3966,1
161,4042,1
162,53,2
162,188,1
162,439,2
162,473,1
162,477,2
162,551,1
162,558,1
162,616,1
162,679,2
162,849,1
162,1035,2
162,1170,1
162,1198,2
162,1385,4
162,1544,1
162,1573,1
162,1664,1
162,1711,1
162,1755,1
162,1963,1
162,2516,3
162,2629,1
162,2699,2
162,2913,1
162,3074,1
162,3301,1
162,3318,1
162,3486,1
162,3800,1
162,3858,1
162,3887,1
162,3923,1
162,3966,2
162,4220,1
163,177,1
163,458,1
163,531,1
163,606,1
163,697,1
163,752,1
163,882,1
163,894,3
163,1036,1
163,1156,1
163,1157,1
163,1162,4
163,1168,1
163,1179,1
163,1180,3
163,1222,1
163,1413,1
163,1703,1
163,1811,4
163,1858,1
163,2013,1
163,2101,4
163,2203,2
163,2212,1
163,2468,1
163,2622,3
163,2654,1
163,2974,3
163,3049,2
163,3074,2
163,3075,1
163,3249,1
163,3326,1
163,4040,1
164,275,2
164,302,1
164,446,1
164,532,1
164,728,1
164,748,1
164,1157,2
164,1180,1
164,1187,1
164,1461,1
164,1802,1
164,1908,1
164,2068,1
164,2166,1
164,2369,1
164,2676,1
164,3063,1
164,3579,3
164,3695,1
165,188,1
165,232,1
165,393,2
165,531,1
165,551,1
165,631,3
165,957,1
165,1051,1
165,1130,1
165,1142,2
165,1147,1
165,1157,3
165,1229,1
165,1314,1
165,1478,1
165,1513,1
165,1514,1
165,1703,1
165,1858,1
165,1986,2
165,2046,1
165,2058,1
165,2068,2
165,2176,1
165,2251,1
165,2261,1
165,2354,2
165,2369,5
165,2397,1
165,2430,1
165,2515,1
165,2536,1
165,2596,2
165,2624,1
165,2649,1
165,2655,1
165,2725,1
165,2741,2
165,2746,1
165,2925,1
165,2944,1
165,2952,2
165,3025,1
165,3049,1
165,3074,3
165,3144,1
165,3331,1
165,3531,3
165,3621,1
165,3638,1
165,3656,2
165,3821,1
165,3864,1
165,3950,1
165,4035,1
165,4072,1
165,4106,1
165,4123,1
165,4137,9
165,4152,1
165,4168,1
165,4224,1
166,187,1
166,274,2
166,416,1
166,477,1
166,486,1
166,631,1
166,774,1
166,849,1
166,882,3
166,921,1
166,1162,1
166,1179,6
166,1198,1
166,1396,1
166,1513,1
166,1725,1
166,1859,1
166,2046,1
166,2068,2
166,2113,3
166,2135,1
166,2516,1
166,2533,1
166,2558,3
166,2622,1
166,2727,1
166,2763,2
166,2764,2
166,2776,2
166,2926,1
166,2979,1
166,2985,1
166,3057,1
166,3059,1
166,3074,6
166,3111,1
166,3185,1
166,3240,1
166,3249,1
166,3268,1
166,3397,2
166,3408,2
166,3661,1
166,3681,2
166,3695,1
166,3821,1
166,4028,1
166,4275,1
167,71,1
167,343,1
167,401,1
167,670,1
167,954,1
167,1051,1
167,1100,1
167,1264,1
167,1673,1
167,1986,1
167,2030,1
167,2068,3
167,2330,1
167,2350,1
167,2382,1
167,2406,1
167,2534,1
167,2596,1
167,2742,1
167,2902,1
167,2931,1
167,2952,2
167,3030,1
167,3338,1
167,3465,1
167,3923,1
168,90,1
168,169,1
168,358,1
168,368,1
168,439,1
168,441,1
168,661,7
168,747,1
168,868,1
168,882,7
168,969,1
168,970,1
168,1018,1
168,1036,1
168,1276,1
168,1355,1
168,1363,2
168,1438,1
168,1620,1
168,1636,1
168,1681,1
168,1776,1
168,1819,1
168,1858,2
168,1887,1
168,1936,2
168,2144,1
168,2331,1
168,2369,1
168,2493,3
168,2516,1
168,2531,1
168,2596,1
168,2649,1
168,2703,2
168,2739,1
168,2745,1
168,2755,1
168,2828,1
168,2829,1
168,2948,7
168,3045,1
168,3102,1
168,3528,3
168,3572,1
168,3580,1
168,3811,1
168,3950,1
168,3985,1
168,4011,1
168,4041,1
168,4153,2
168,4220,1
169,185,1
169,275,3
169,329,1
169,342,1
169,631,1
169,1016,1
169,1031,1
169,1157,1
169,1173,1
169,1311,1
169,1487,1
169,1621,1
169,1811,1
169,2151,1
169,2345,1
169,2459,1
169,2533,1
169,2596,1
169,2713,1
169,2998,1
169,3368,1
169,3731,1
170,163,1
170,187,1
170,257,1
170,411,1
170,574,1
170,882,2
170,894,1
170,898,1
170,914,1
170,1027,1
170,1076,1
170,1117,1
170,1164,1
170,1309,1
170,1374,1
170,1449,1
170,1499,1
170,1646,1
170,1728,1
170,1986,1
170,2126,1
170,2174,3
170,2382,1
170,2400,1
170,2770,1
170,2863,1
170,2952,2
170,2953,1
170,2959,1
170,2971,1
170,3074,1
170,3215,1
170,3826,2
170,4019,1
170,4053,1
170,4194,1
170,4207,1
170,4235,1
171,177,4
171,194,2
171,317,2
171,326,1
171,328,1
171,565,1
171,635,1
171,780,1
171,812,1
171,836,1
171,1210,1
171,1270,1
171,1542,1
171,1723,1
171,1858,3
171,1859,1
171,1937,1
171,2065,1
171,2086,1
171,2456,1
171,2667,1
171,2831,1
171,2881,1
171,3120,1
171,3401,1
171,3457,1
171,3558,1
171,3625,1
171,3734,3
171,3858,1
171,3942,2
171,4258,1
172,772,1
172,1419,2
172,1609,1
172,1630,2
172,1859,1
172,1972,1
172,2144,1
172,2265,1
172,2390,1
172,2596,1
172,2670,2
172,3021,1
172,3369,1
172,3528,1
172,3649,1
172,3763,1
172,3795,1
172,3943,1
173,185,1
173,226,2
173,503,1
173,915,1
173,970,1
173,987,3
173,997,1
173,1076,1
173,1154,2
173,1330,1
173,1372,1
173,1696,1
173,1818,1
173,1870,1
173,2151,1
173,2183,1
173,2739,1
173,3074,1
173,3248,1
173,3346,1
173,3657,2
173,3794,1
173,3810,1
173,4055,1
174,326,1
174,456,1
174,613,1
174,804,1
174,882,1
174,970,1
174,1099,1
174,1489,1
174,1702,1
174,1947,2
174,2629,1
174,3074,1
174,3208,1
174,3621,1
174,3657,1
174,3791,1
174,3810,1
175,71,1
175,275,1
175,446,1
175,591,1
175,914,1
175,1023,1
175,1239,1
175,1270,1
175,1462,1
175,1620,1
175,1936,2
175,2767,1
175,3051,1
175,3512,1
175,3528,1
175,3580,1
175,3657,1
175,4203,1
176,445,1
176,458,1
176,613,1
176,671,1
176,697,1
176,852,5
176,963,1
176,1037,1
176,1270,5
176,1415,4
176,1513,1
176,1817,2
176,1918,1
176,1947,2
176,2255,3
176,2368,5
176,2371,3
176,2469,1
176,2558,1
176,2561,1
176,2654,1
176,2676,1
176,2708,1
176,2739,1
176,2881,1
176,3057,3
176,3074,7
176,3080,1
176,3195,1
176,3423,1
176,3446,1
176,3627,1
176,3639,4
176,3810,2
176,4174,1
176,4194,3
177,670,1
177,852,3
177,1268,2
177,1270,8
177,1381,2
177,1415,6
177,1489,7
177,1513,4
177,1725,1
177,1817,2
177,1858,2
177,1859,4
177,1947,2
177,2255,4
177,2368,5
177,2469,1
177,2534,1
177,2829,1
177,3057,1
177,3074,6
177,3627,1
177,3782,4
177,3810,1
177,4174,1
178,155,1
178,169,3
178,235,1
178,345,1
178,458,1
178,472,1
178,592,2
178,761,1
178,789,1
178,805,4
178,1044,5
